Season,Matchday,Player,Wins,Losses,Ties,Pts,MPD,TMP,TCA,PCA,UfPE,OE,QPct,TPA,CAA,PCAA,UfPA,DE,NUfP,QPO,QPD,OPD,FW,FL,3PT,MCW,Rundle,Rundle Rank,League,Branch
93,1,EdwardsD2,0,1,0,0,-6,3,3,1,1,0.2,0.5,9,6,1.5,0,0,1,0.7,0.5,0.2,0,0,0,0,A Rainforest,26,Rainforest,TaylorMA
93,1,EdwardsD2012,0,1,0,0,-2,4,4,1,0,0,0.66666666666667,6,4,1.5,2,0.5,-2,0.66666666666667,1.1666666666667,0.5,0,0,0,0,A Ravenna,23,Ravenna,BlomE
93,1,EdwardsD5,0,0,1,1,0,3,2,1.5,2,0.5,0.33333333333333,3,2,1.5,2,0.5,0,0.83333333333333,0.83333333333333,1,0,0,0,0,R Mesa,13,Mesa,GarciaA2
93,1,EdwardsDana,0,1,0,0,-3,1,2,0.5,0,0,0.33333333333333,4,4,1,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,1,C Typhoon Div 2,22,Typhoon,HinesJ
93,1,EdwardsDP,0,0,1,1,0,9,5,1.8,3,1,0.83333333333333,9,6,1.5,0,0,3,1.8333333333333,0.83333333333333,1,0,0,1,0,A Sunrise,14,Sunrise,EdwardsDP
93,1,EdwardsE,0,1,0,0,-2,3,3,1,1,0.2,0.5,5,3,1.6666666666667,3,0.4,-2,0.7,0.9,0.6,0,0,0,0,D Nova Div 2,28,Nova,EdwardsE
93,1,EdwardsE3,0,1,0,0,-5,0,0,--,0,0,0,5,3,1.6666666666667,3,0.4,-3,0,0.4,0.4,0,0,0,1,E Cosmos Div 1,31,Cosmos,WhitakerM
93,1,EdwardsEM,0,1,0,0,-2,3,1,3,3,1,0.16666666666667,5,2,2.5,4,0,-1,1.1666666666667,0.16666666666667,1,0,0,1,2,E Alpine Div 2,24,Alpine,MorelloM
93,1,EdwardsG,1,0,0,2,6,6,4,1.5,2,0.5,0.66666666666667,0,0,--,0,0,2,1.1666666666667,0.66666666666667,0.5,1,0,0,0,C Utopia Div 2,2,Utopia,EdwardsG
93,1,EdwardsG3,1,0,0,2,6,6,4,1.5,2,0.5,0.66666666666667,0,0,--,0,0,2,1.1666666666667,0.66666666666667,0.5,1,0,0,0,E Village Div 2,2,Village,WittlinM
93,1,EdwardsJ,1,0,0,2,1,6,4,1.5,2,0.5,0.66666666666667,5,4,1.25,1,0.75,1,1.1666666666667,1.4166666666667,1.25,0,0,0,0,B Delta,13,Delta,PollackN
93,1,EdwardsJ2,0,1,0,0,-2,3,3,1,1,0.2,0.5,5,3,1.6666666666667,3,0.4,-2,0.7,0.9,0.6,0,0,0,1,D Coastal Div 1,22,Coastal,SussmanM
93,1,EdwardsJ3,0,1,0,0,-1,1,1,1,1,0.33333333333333,0.16666666666667,2,2,1,1,0.75,0,0.5,0.91666666666667,1.0833333333333,0,0,0,2,E Seneca Div 1,20,Seneca,BeachE
93,1,EdwardsJCK,1,0,0,2,1,3,3,1,1,0.2,0.5,2,1,2,2,0.33333333333333,-1,0.7,0.83333333333333,0.53333333333333,0,0,0,0,D Windward Div 2,16,Windward,GottfriedB
93,1,EdwardsL,1,0,0,2,1,2,1,2,2,0.66666666666667,0.16666666666667,1,1,1,1,0.66666666666667,1,0.83333333333333,0.83333333333333,1.3333333333333,0,0,0,2,E Memorial Div 1,14,Memorial,PhairD
93,1,EdwardsL2,0,0,1,1,0,0,0,--,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,E Rainforest Div 2,18,Rainforest,LehmannS
93,1,EdwardsLC,0,1,0,0,-4,2,2,1,1,0.25,0.33333333333333,6,4,1.5,2,0.5,-1,0.58333333333333,0.83333333333333,0.75,0,0,0,1,C Spring Div 1,27,Spring,AycockE
93,1,EdwardsMS,0,1,0,-1,-5,0,0,--,0,0,0,5,3,1.6666666666667,3,0.4,-3,0,0.4,0.4,0,1,0,0,A Centennial,28,Centennial,GlassR
93,1,EdwardsN,1,0,0,2,2,4,3,1.3333333333333,2,0.4,0.5,2,2,1,1,0.75,1,0.9,1.25,1.15,0,0,0,0,E Aurora Div 1,12,Aurora,SherkowJS
93,1,EdwardsNS,1,0,0,2,6,6,3,2,4,0.8,0.5,0,1,0,0,1,4,1.3,1.5,1.8,0,0,1,1,R Nebula,1,Nebula,JackesC
93,1,EdwardsR2,1,0,0,2,6,6,4,1.5,2,0.5,0.66666666666667,0,0,--,0,0,2,1.1666666666667,0.66666666666667,0.5,1,0,0,0,E Village Div 2,1,Village,NussbaumE
93,1,EdwardsStoweC,0,1,0,0,-3,1,2,0.5,0,0,0.33333333333333,4,4,1,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,0,C Quarry Div 2,20,Quarry,HershbergerA
93,1,EdwardsT,0,1,0,0,-8,1,2,0.5,0,0,0.33333333333333,9,6,1.5,0,0,0,0.33333333333333,0.33333333333333,0,0,0,0,0,A Valley,28,Valley,EdwardsT
93,1,EfflerM,0,0,1,1,0,6,4,1.5,2,0.5,0.66666666666667,6,5,1.2,0,1,2,1.1666666666667,1.6666666666667,1.5,0,0,1,0,C Highland Div 2,10,Highland,CrosslandC
93,1,EfflerP,0,1,0,0,-1,3,3,1,1,0.2,0.5,4,3,1.3333333333333,2,0.6,-1,0.7,1.1,0.8,0,0,0,0,B Highland,21,Highland,CrosslandC
93,1,EffronM,0,1,0,0,-5,4,4,1,0,0,0.66666666666667,9,6,1.5,0,0,0,0.66666666666667,0.66666666666667,0,0,0,0,0,B Magnolia,27,Magnolia,SaxP
93,1,Efron SauerJ,0,1,0,0,-3,2,3,0.66666666666667,0,0,0.5,5,4,1.25,1,0.75,-1,0.5,1.25,0.75,0,0,0,1,B Valhalla,26,Valhalla,McLeodM
93,1,EganB,1,0,0,2,2,3,3,1,1,0.2,0.5,1,2,0.5,0,1,1,0.7,1.5,1.2,0,0,0,1,E Delta Div 1,9,Delta,BrittainB
93,1,EganBrutality,0,0,1,1,0,4,3,1.3333333333333,2,0.4,0.5,4,3,1.3333333333333,2,0.6,0,0.9,1.1,1,0,0,1,0,B Lyceum,21,Lyceum,MitchellM
93,1,EganD,1,0,0,2,3,4,3,1.3333333333333,2,0.4,0.5,1,2,0.5,0,1,2,0.9,1.5,1.4,0,0,1,0,B Village,6,Village,RamadeiJ
93,1,EganG2,1,0,0,2,2,6,3,2,4,0.8,0.5,4,2,2,3,0.25,1,1.3,0.75,1.05,0,0,1,0,D Sierra Div 2,11,Sierra,PeaceM
93,1,EganJ,1,0,0,2,8,8,5,1.6,2,0.66666666666667,0.83333333333333,0,0,--,0,0,2,1.5,0.83333333333333,0.66666666666667,1,0,0,0,A Junction,1,Junction,RenzB
93,1,EganKW,0,0,1,1,0,1,1,1,1,0.33333333333333,0.16666666666667,1,1,1,1,0.66666666666667,0,0.5,0.83333333333333,1,0,0,0,2,E Junction Div 2,20,Junction,RenzB
93,1,EganS1,1,0,0,2,1,3,2,1.5,2,0.5,0.33333333333333,2,2,1,1,0.75,1,0.83333333333333,1.0833333333333,1.25,0,0,0,1,E Savanna Div 1,12,Savanna,IyerM
93,1,EgbertA,1,0,0,2,1,5,3,1.6666666666667,3,0.6,0.5,4,4,1,0,1,3,1.1,1.5,1.6,0,0,1,1,D Mesa Div 2,9,Mesa,FlintonC
93,1,EgbertM,0,1,0,-1,-3,0,0,--,0,0,0,3,2,1.5,2,0.5,-2,0,0.5,0.5,0,1,0,0,C Sierra Div 2,27,Sierra,GerstenA
93,1,EgelhoferJ,0,1,0,-1,-2,0,0,--,0,0,0,2,1,2,2,0.33333333333333,-2,0,0.33333333333333,0.33333333333333,0,1,0,0,C Patagonia Div 1,26,Patagonia,DAddarioD
93,1,EgelhoffM,0,0,1,1,0,0,0,--,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,E Sugarloaf Div 2,17,Sugarloaf,ScheinmanB
93,1,EgelmanS,1,0,0,2,1,6,5,1.2,0,0,0.83333333333333,5,4,1.25,1,0.75,-1,0.83333333333333,1.5833333333333,0.75,0,0,0,0,A Tundra,10,Tundra,EgelmanS
93,1,EgerM,1,0,0,2,2,2,2,1,1,0.25,0.33333333333333,0,0,--,0,0,1,0.58333333333333,0.33333333333333,0.25,0,0,0,1,E Prairie Div 1,11,Prairie,ChupackS
93,1,EgermanM,1,0,0,2,6,9,5,1.8,3,1,0.83333333333333,3,3,1,1,0.8,2,1.8333333333333,1.6333333333333,1.8,0,0,1,0,A Skyline,2,Skyline,EtebariM
93,1,EggenerS,0,1,0,0,-3,1,1,1,1,0.33333333333333,0.16666666666667,4,4,1,0,1,1,0.5,1.1666666666667,1.3333333333333,0,0,0,1,E Sequoia Div 1,27,Sequoia,JansenL
93,1,EggersG,0,1,0,0,-2,4,3,1.3333333333333,2,0.4,0.5,6,5,1.2,0,1,2,0.9,1.5,1.4,0,0,0,0,B Pioneer,23,Pioneer,WertheimerJ
93,1,EggertD,0,1,0,0,-6,2,2,1,1,0.25,0.33333333333333,8,5,1.6,2,0.33333333333333,-1,0.58333333333333,0.66666666666667,0.58333333333333,0,0,0,1,D Lyceum Div 1,34,Lyceum,KaleV
93,1,EggertonK,1,0,0,2,0,0,0,--,0,0,0,0,0,--,0,0,0,0,0,0,1,0,0,0,D Archipelago Div 2,15,Archipelago,VuC
93,1,EgnorD,1,0,0,2,3,4,4,1,0,0,0.66666666666667,1,2,0.5,0,1,0,0.66666666666667,1.6666666666667,1,0,0,0,0,D Meadow Div 2,6,Meadow,TullisI
93,1,EhnertJ,0,1,0,0,-2,2,2,1,1,0.25,0.33333333333333,4,4,1,0,1,1,0.58333333333333,1.3333333333333,1.25,0,0,0,0,E Morningstar Div 2,26,Morningstar,SternJM
93,1,EhrenfeldY,1,0,0,2,2,3,3,1,1,0.2,0.5,1,2,0.5,0,1,1,0.7,1.5,1.2,0,0,0,0,C River Div 1,9,River,ZvokelJ
93,1,EhresmannP,0,1,0,-1,-8,0,0,--,0,0,0,8,5,1.6,2,0.33333333333333,-2,0,0.33333333333333,0.33333333333333,0,1,0,0,B Orbital,32,Orbital,HobanT
93,1,EhriG,0,1,0,0,-4,1,2,0.5,0,0,0.33333333333333,5,3,1.6666666666667,3,0.4,-3,0.33333333333333,0.73333333333333,0.4,0,0,0,0,C Outback Div 2,26,Outback,LawrenceU
93,1,EhrlerJ,0,1,0,0,-4,1,1,1,1,0.33333333333333,0.16666666666667,5,2,2.5,4,0,-3,0.5,0.16666666666667,0.33333333333333,0,0,0,1,D Xanadu Div 2,31,Xanadu,ReehlE
93,1,EhrlichA1,1,0,0,2,1,3,3,1,1,0.2,0.5,2,2,1,1,0.75,0,0.7,1.25,0.95,0,0,0,1,E Serengeti Div 1,6,Serengeti,KendallDH
93,1,EhrlichG,0,1,0,0,-2,1,1,1,1,0.33333333333333,0.16666666666667,3,2,1.5,2,0.5,-1,0.5,0.66666666666667,0.83333333333333,0,0,0,0,C Tidewater Div 2,22,Tidewater,EhrlichG
93,1,EhrlichP,0,1,0,0,-2,1,1,1,1,0.33333333333333,0.16666666666667,3,2,1.5,2,0.5,-1,0.5,0.66666666666667,0.83333333333333,0,0,0,0,D Zenith Div 2,24,Zenith,BrennanE2
93,1,EhrlichPP,0,1,0,0,-1,1,2,0.5,0,0,0.33333333333333,2,1,2,2,0.33333333333333,-2,0.33333333333333,0.66666666666667,0.33333333333333,0,0,0,0,D Orbital Div 1,22,Orbital,BergEJ
93,1,EhrlichS197,1,0,0,2,1,3,2,1.5,2,0.5,0.33333333333333,2,2,1,1,0.75,1,0.83333333333333,1.0833333333333,1.25,0,0,0,0,E Metro Div 1,12,Metro,MarraccoM
93,1,Ehrnman-NewtonK,0,1,0,0,-2,0,1,0,0,0,0.16666666666667,2,1,2,2,0.33333333333333,-2,0.16666666666667,0.5,0.33333333333333,0,0,0,0,R Foundry,29,Foundry,KolarR
93,1,EibenJ,0,1,0,0,-3,3,3,1,1,0.2,0.5,6,5,1.2,0,1,1,0.7,1.5,1.2,0,0,0,0,C River Div 1,22,River,NavissiA
93,1,EichelL,1,0,0,2,1,9,6,1.5,0,0,1,8,5,1.6,2,0.33333333333333,-2,1,1.3333333333333,0.33333333333333,0,0,1,0,A Centennial,12,Centennial,GrimmL
93,1,EichelM,1,0,0,2,4,6,5,1.2,0,0,0.83333333333333,2,3,0.66666666666667,0,1,0,0.83333333333333,1.8333333333333,1,0,0,0,0,B Centennial,2,Centennial,GrimmL
93,1,EicherTee,1,0,0,2,3,7,5,1.4,1,0.33333333333333,0.83333333333333,4,4,1,0,1,1,1.1666666666667,1.8333333333333,1.3333333333333,0,0,1,0,A Sierra,5,Sierra,TricchinelliR
93,1,EichingerM,0,0,1,1,0,5,2,2.5,4,1,0.33333333333333,5,2,2.5,4,0,0,1.3333333333333,0.33333333333333,1,0,0,1,1,E Glacier Div 2,13,Glacier,GinsburghA
93,1,EichlerHA,1,0,0,2,4,5,4,1.25,1,0.25,0.66666666666667,1,2,0.5,0,1,1,0.91666666666667,1.6666666666667,1.25,0,0,0,0,D Mesa Div 2,3,Mesa,WalkerAJ
93,1,EichnerA,0,1,0,0,-2,3,3,1,1,0.2,0.5,5,4,1.25,1,0.75,0,0.7,1.25,0.95,0,0,0,0,D Foundry Div 2,24,Foundry,YordanP
93,1,EichnerH2,1,0,0,2,4,5,4,1.25,1,0.25,0.66666666666667,1,2,0.5,0,1,1,0.91666666666667,1.6666666666667,1.25,0,0,0,1,B Garden,2,Garden,KleinmanA
93,1,EichnerMV,1,0,0,2,2,3,2,1.5,2,0.5,0.33333333333333,1,2,0.5,0,1,2,0.83333333333333,1.3333333333333,1.5,0,0,1,0,E Summit Div 2,8,Summit,WrobelT
93,1,EichnerS,1,0,0,2,2,2,2,1,1,0.25,0.33333333333333,0,0,--,0,0,1,0.58333333333333,0.33333333333333,0.25,0,0,0,0,D Central Div 2,11,Central,BaerA
93,1,Eide E,1,0,0,2,2,9,6,1.5,0,0,1,7,5,1.4,1,0.66666666666667,-1,1,1.6666666666667,0.66666666666667,0,0,1,0,A Frontier,6,Frontier,BarkerC
93,1,EidelmanT,1,0,0,2,1,2,3,0.66666666666667,0,0,0.5,1,1,1,1,0.66666666666667,-1,0.5,1.1666666666667,0.66666666666667,0,0,0,0,D Taiga Div 1,9,Taiga,LerroD
93,1,EidmanA,1,0,0,2,5,8,5,1.6,2,0.66666666666667,0.83333333333333,3,2,1.5,2,0.5,0,1.5,1.3333333333333,1.1666666666667,0,0,1,1,D Galaxy Div 1,3,Galaxy,CherlinR
93,1,EidmannK,0,1,0,0,-1,4,4,1,0,0,0.66666666666667,5,3,1.6666666666667,3,0.4,-3,0.66666666666667,1.0666666666667,0.4,0,0,0,0,D Peninsula Div 1,22,Peninsula,ReingoldC
93,1,EiermanA,1,0,0,2,6,7,5,1.4,1,0.33333333333333,0.83333333333333,1,2,0.5,0,1,1,1.1666666666667,1.8333333333333,1.3333333333333,0,0,1,0,C Denali Div 1,2,Denali,ShanderB
93,1,EiflerA,1,0,0,2,3,3,2,1.5,2,0.5,0.33333333333333,0,0,--,0,0,2,0.83333333333333,0.33333333333333,0.5,0,0,1,1,C Laguna Div 1,7,Laguna,ScrogginsS
93,1,EigemanC,1,0,0,2,1,5,4,1.25,1,0.25,0.66666666666667,4,4,1,0,1,1,0.91666666666667,1.6666666666667,1.25,0,0,0,0,A Citadel,10,Citadel,SchneeP
93,1,EigenbrotA,1,0,0,2,3,5,4,1.25,1,0.25,0.66666666666667,2,3,0.66666666666667,0,1,1,0.91666666666667,1.6666666666667,1.25,0,0,1,1,C Meadow Div 2,3,Meadow,ChongJ
93,1,EigerE,0,1,0,0,-6,2,3,0.66666666666667,0,0,0.5,8,5,1.6,2,0.33333333333333,-2,0.5,0.83333333333333,0.33333333333333,0,0,0,0,B Citadel,28,Citadel,PliskaG
93,1,EigerG,1,0,0,2,3,7,4,1.75,3,0.75,0.66666666666667,4,4,1,0,1,3,1.4166666666667,1.6666666666667,1.75,0,0,1,1,C Skyline Div 1,8,Skyline,HartA
93,1,EikenhorstB,1,0,0,2,5,5,4,1.25,1,0.25,0.66666666666667,0,0,--,0,0,1,0.91666666666667,0.66666666666667,0.25,0,0,0,0,C Elysium Div 1,2,Elysium,BrownSKaiser
93,1,EikmeierE,0,1,0,0,-1,5,4,1.25,1,0.25,0.66666666666667,6,4,1.5,2,0.5,-1,0.91666666666667,1.1666666666667,0.75,0,0,1,0,C Tidewater Div 2,17,Tidewater,HoldenC
93,1,EilarM,0,1,0,0,-1,2,3,0.66666666666667,0,0,0.5,3,3,1,1,0.8,-1,0.5,1.3,0.8,0,0,0,1,C Serengeti Div 2,16,Serengeti,McGeehanJ
93,1,EilertsenA,0,1,0,0,-1,1,1,1,1,0.33333333333333,0.16666666666667,2,2,1,1,0.75,0,0.5,0.91666666666667,1.0833333333333,0,0,0,1,D Delta Div 1,23,Delta,SaundersA
93,1,EisbruckR,1,0,0,2,2,5,3,1.6666666666667,3,0.6,0.5,3,2,1.5,2,0.5,1,1.1,1,1.1,0,0,1,0,E Pacific Div 2,11,Pacific,BarinholtzI
93,1,EisenbergD,0,1,0,0,-2,3,2,1.5,2,0.5,0.33333333333333,5,4,1.25,1,0.75,1,0.83333333333333,1.0833333333333,1.25,0,0,0,0,C Olympic Div 2,22,Olympic,Gillard-ByersN
93,1,EisenbergD2,0,0,1,1,0,3,3,1,1,0.2,0.5,3,2,1.5,2,0.5,-1,0.7,1,0.7,0,0,0,0,C Metro Div 2,18,Metro,EisenbergD2
93,1,EisenbergE,0,1,0,0,-1,1,2,0.5,0,0,0.33333333333333,2,3,0.66666666666667,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,0,D Pacific Div 1,23,Pacific,ManfrediM
93,1,EisenbergJ,0,1,0,0,-3,0,0,--,0,0,0,3,2,1.5,2,0.5,-2,0,0.5,0.5,0,0,0,1,D Juniper Div 1,29,Juniper,KahnKS
93,1,EisenbergR,0,1,0,0,-2,0,0,--,0,0,0,2,3,0.66666666666667,0,1,0,0,1,1,0,0,0,4,D Maritime Div 2,29,Maritime,HillKM
93,1,EisenbergRJ,1,0,0,2,0,0,0,--,0,0,0,0,0,--,0,0,0,0,0,0,1,0,0,0,D Maritime Div 2,15,Maritime,HillKM
93,1,EisenbergT,0,0,1,1,0,7,5,1.4,1,0.33333333333333,0.83333333333333,7,5,1.4,1,0.66666666666667,0,1.1666666666667,1.5,1,0,0,1,0,C Canyon Div 2,14,Canyon,LovejoyA
93,1,EisenL11,0,0,1,1,0,4,3,1.3333333333333,2,0.4,0.5,4,4,1,0,1,2,0.9,1.5,1.4,0,0,0,0,C Cosmos Div 2,14,Cosmos,GrapenthienM
93,1,EisenmanJ,0,1,0,0,-1,3,3,1,1,0.2,0.5,4,3,1.3333333333333,2,0.6,-1,0.7,1.1,0.8,0,0,0,0,C Meridian Div 2,14,Meridian,EisenmanJ
93,1,EisenP,1,0,0,2,2,6,4,1.5,2,0.5,0.66666666666667,4,4,1,0,1,2,1.1666666666667,1.6666666666667,1.5,0,0,1,0,A Lyceum,7,Lyceum,RedlD
93,1,EisenpressC,1,0,0,2,2,2,1,2,2,0.66666666666667,0.16666666666667,0,0,--,0,0,2,0.83333333333333,0.16666666666667,0.66666666666667,1,0,0,1,E Citadel Div 1,11,Citadel,SarinskyM
93,1,EisenstarkS,0,0,1,1,0,6,4,1.5,2,0.5,0.66666666666667,6,4,1.5,2,0.5,0,1.1666666666667,1.1666666666667,1,0,0,1,0,C Metro Div 2,14,Metro,DouglasR
93,1,EisensteinS,1,0,0,2,2,2,1,2,2,0.66666666666667,0.16666666666667,0,0,--,0,0,2,0.83333333333333,0.16666666666667,0.66666666666667,1,0,0,1,D Memorial Div 2,8,Memorial,IsalesC
93,1,EisnerB,1,0,0,2,2,2,2,1,1,0.25,0.33333333333333,0,0,--,0,0,1,0.58333333333333,0.33333333333333,0.25,0,0,0,0,E Nova Div 2,7,Nova,ColocciT
93,1,EkhoffJ,0,1,0,0,-5,1,2,0.5,0,0,0.33333333333333,6,3,2,4,0.2,-4,0.33333333333333,0.53333333333333,0.2,0,0,0,0,E Palisade Div 2,27,Palisade,RozenM
93,1,EkserdjianA,1,0,0,2,5,9,5,1.8,3,1,0.83333333333333,4,4,1,0,1,3,1.8333333333333,1.8333333333333,2,0,0,1,0,D Patagonia Div 2,1,Patagonia,GuhaRB
93,1,El GabbaniY,0,1,0,0,-4,2,1,2,2,0.66666666666667,0.16666666666667,6,5,1.2,0,1,2,0.83333333333333,1.1666666666667,1.6666666666667,0,0,0,0,C Bayou Div 2,26,Bayou,BennettS
93,1,El NeklawyS,0,0,1,1,0,1,2,0.5,0,0,0.33333333333333,1,1,1,1,0.66666666666667,-1,0.33333333333333,1,0.66666666666667,0,0,0,0,E Commonwealth Div 2,18,Commonwealth,LasL
93,1,ElbakriH,0,1,0,-1,-5,0,0,--,0,0,0,5,3,1.6666666666667,3,0.4,-3,0,0.4,0.4,0,1,0,0,D Patagonia Div 2,32,Patagonia,GuhaRB
93,1,ElbaumS,0,0,1,1,0,4,4,1,0,0,0.66666666666667,4,4,1,0,1,0,0.66666666666667,1.6666666666667,1,0,0,0,0,C Tidewater Div 2,13,Tidewater,HochsterM
93,1,ElbergB,0,1,0,0,-1,1,2,0.5,0,0,0.33333333333333,2,3,0.66666666666667,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,2,D Prairie Div 1,28,Prairie,SandukasG
93,1,ElbertE,0,1,0,0,-3,0,0,--,0,0,0,3,2,1.5,2,0.5,-2,0,0.5,0.5,0,0,0,2,D Spring Div 1,27,Spring,BrassilG
93,1,ElbertH2,0,1,0,0,-1,2,1,2,2,0.66666666666667,0.16666666666667,3,2,1.5,2,0.5,0,0.83333333333333,0.66666666666667,1.1666666666667,0,0,0,1,B Spring,25,Spring,BrassilG
93,1,ElderC,0,1,0,0,-2,1,2,0.5,0,0,0.33333333333333,3,2,1.5,2,0.5,-2,0.33333333333333,0.83333333333333,0.5,0,0,0,1,D Taiga Div 3,19,Taiga,BundroR
93,1,ElderK,0,1,0,0,-4,0,1,0,0,0,0.16666666666667,4,3,1.3333333333333,2,0.6,-2,0.16666666666667,0.76666666666667,0.6,0,0,0,0,E Village Div 2,29,Village,ElderK
93,1,ElderK2,1,0,0,2,1,6,5,1.2,0,0,0.83333333333333,5,4,1.25,1,0.75,-1,0.83333333333333,1.5833333333333,0.75,0,0,0,0,C Cascade Div 2,12,Cascade,MichaelsJ
93,1,ElderkinD,0,1,0,0,-2,3,3,1,1,0.2,0.5,5,3,1.6666666666667,3,0.4,-2,0.7,0.9,0.6,0,0,0,0,B Cascade,21,Cascade,JacobiA
93,1,ElderM2,0,1,0,0,-2,3,3,1,1,0.2,0.5,5,2,2.5,4,0,-3,0.7,0.5,0.2,0,0,0,0,D Metro Div 2,27,Metro,StaffordSM
93,1,ElderP,1,0,0,2,2,6,5,1.2,0,0,0.83333333333333,4,4,1,0,1,0,0.83333333333333,1.8333333333333,1,0,0,0,1,C Cascade Div 2,7,Cascade,MichaelsJ
93,1,EldersA,0,1,0,0,-3,0,1,0,0,0,0.16666666666667,3,3,1,1,0.8,-1,0.16666666666667,0.96666666666667,0.8,0,0,0,0,D Windward Div 2,28,Windward,KayaliM
93,1,EldonM,1,0,0,2,1,1,1,1,1,0.33333333333333,0.16666666666667,0,1,0,0,1,1,0.5,1.1666666666667,1.3333333333333,0,0,0,1,E Meadow Div 1,15,Meadow,BraggR
93,1,EldredP,0,1,0,0,-3,2,2,1,1,0.25,0.33333333333333,5,3,1.6666666666667,3,0.4,-2,0.58333333333333,0.73333333333333,0.65,0,0,0,0,E Spring Div 2,28,Spring,DavisR
93,1,EldredP3,0,1,0,0,-3,1,2,0.5,0,0,0.33333333333333,4,4,1,0,1,0,0.33333333333333,1.3333333333333,1,0,0,0,0,C Sugarloaf Div 1,27,Sugarloaf,XueK
93,1,EleeE,1,0,0,2,6,6,4,1.5,2,0.5,0.66666666666667,0,0,--,0,0,2,1.1666666666667,0.66666666666667,0.5,0,0,1,1,R Meridian,2,Meridian,TiptonKat
93,1,ElefsonS,0,0,1,1,0,3,3,1,1,0.2,0.5,3,2,1.5,2,0.5,-1,0.7,1,0.7,0,0,0,0,E Riviera Div 1,17,Riviera,MageeJ
93,1,ElginT,0,1,0,0,-4,2,1,2,2,0.66666666666667,0.16666666666667,6,4,1.5,2,0.5,0,0.83333333333333,0.66666666666667,1.1666666666667,0,0,0,2,C Hinterland Div 1,26,Hinterland,KingC2
93,1,Elias NavaA,1,0,0,2,5,5,4,1.25,1,0.25,0.66666666666667,0,0,--,0,0,1,0.91666666666667,0.66666666666667,0.25,0,0,1,0,D Quarry Div 1,1,Quarry,ByrnesG-KANYEWESTEROS
93,1,EliasB,0,1,0,0,-3,6,4,1.5,2,0.5,0.66666666666667,9,5,1.8,3,0,-1,1.1666666666667,0.66666666666667,0.5,0,0,1,0,B Peninsula,22,Peninsula,ReingoldC
93,1,EliasJ,0,1,0,0,-3,2,2,1,1,0.25,0.33333333333333,5,3,1.6666666666667,3,0.4,-2,0.58333333333333,0.73333333333333,0.65,0,0,0,0,D Citadel Div 1,27,Citadel,BrennerN
93,1,EliasonD,0,0,1,1,0,3,2,1.5,2,0.5,0.33333333333333,3,3,1,1,0.8,1,0.83333333333333,1.1333333333333,1.3,0,0,0,0,D Polaris Div 1,19,Polaris,MiddletonA
93,1,EliasT,0,0,1,1,0,2,3,0.66666666666667,0,0,0.5,2,2,1,1,0.75,-1,0.5,1.25,0.75,0,0,0,0,R Elysium,14,Elysium,ShiL
93,1,ElitzurH,0,1,0,0,-5,4,4,1,0,0,0.66666666666667,9,5,1.8,3,0,-3,0.66666666666667,0.66666666666667,0,0,0,0,0,A Badlands,27,Badlands,PeskinK
93,1,ElkinN,0,1,0,-1,-2,0,0,--,0,0,0,2,1,2,2,0.33333333333333,-2,0,0.33333333333333,0.33333333333333,0,1,0,0,E Junction Div 2,32,Junction,SweeneyJ
93,1,ElkinsR,0,1,0,0,-3,2,1,2,2,0.66666666666667,0.16666666666667,5,3,1.6666666666667,3,0.4,-1,0.83333333333333,0.56666666666667,1.0666666666667,0,0,0,1,C Foundry Div 2,26,Foundry,ConerityC
93,1,ElkonM,1,0,0,2,1,3,2,1.5,2,0.5,0.33333333333333,2,2,1,1,0.75,1,0.83333333333333,1.0833333333333,1.25,0,0,0,0,C Commonwealth Div 2,11,Commonwealth,KulkarniM
93,1,EllcessorL,1,0,0,2,5,9,6,1.5,0,0,1,4,3,1.3333333333333,2,0.6,-2,1,1.6,0.6,0,0,1,0,C Mesa Div 2,3,Mesa,SwartzL
93,1,EllefsonN,1,0,0,2,1,3,3,1,1,0.2,0.5,2,3,0.66666666666667,0,1,1,0.7,1.5,1.2,0,0,0,0,D Frontier Div 2,11,Frontier,DeGeorgeD
93,1,EllefsonT,1,0,0,2,2,6,4,1.5,2,0.5,0.66666666666667,4,3,1.3333333333333,2,0.6,0,1.1666666666667,1.2666666666667,1.1,0,0,1,1,C Orange Div 1,5,Orange,WestJ
93,1,EllenbergJ,1,0,0,2,4,7,5,1.4,1,0.33333333333333,0.83333333333333,3,3,1,1,0.8,0,1.1666666666667,1.6333333333333,1.1333333333333,0,0,1,0,A Zenith,4,Zenith,MandellJ
93,1,EllensonR,0,1,0,0,-6,0,0,--,0,0,0,6,4,1.5,2,0.5,-2,0,0.5,0.5,0,0,0,2,E Utopia Div 1,36,Utopia,DreyfusB
93,1,Ellert-BeckJ,0,1,0,0,-1,1,2,0.5,0,0,0.33333333333333,2,2,1,1,0.75,-1,0.33333333333333,1.0833333333333,0.75,0,0,0,0,R Outback,19,Outback,JuA
