season,rundle,league,div
76,C,Glacier,1
76,C,Glacier,2
76,D,Glacier,1
76,D,Glacier,2
76,E,Glacier,1
76,E,Glacier,2
76,R,Glacier,1
76,R,Glacier,2
76,A,Highland,0
76,B,Highland,0
76,C,Highland,1
76,C,Highland,2
76,D,Highland,1
76,D,Highland,2
76,E,Highland,1
76,E,Highland,2
76,R,Highland,1
76,R,Highland,2
76,A,Horizon,0
76,B,Horizon,0
76,C,Horizon,0
76,D,Horizon,1
76,D,Horizon,2
76,E,Horizon,1
76,E,Horizon,2
76,R,Horizon,0
76,A,Juniper,0
76,B,Juniper,0
76,C,Juniper,1
76,C,Juniper,2
76,D,Juniper,1
76,D,Juniper,2
76,E,Juniper,1
76,E,Juniper,2
76,R,Juniper,1
76,R,Juniper,2
76,A,Laguna,0
76,B,Laguna,0
76,C,Laguna,0
76,D,Laguna,1
76,D,Laguna,2
76,E,Laguna,1
76,E,Laguna,2
76,R,Laguna,1
76,R,Laguna,2
76,A,Maelstrom,0
76,B,Maelstrom,0
76,C,Maelstrom,1
76,C,Maelstrom,2
76,D,Maelstrom,1
76,D,Maelstrom,2
76,E,Maelstrom,1
76,E,Maelstrom,2
76,R,Maelstrom,1
76,R,Maelstrom,2
76,A,Magnolia,0
76,B,Magnolia,0
76,C,Magnolia,0
76,D,Magnolia,1
76,D,Magnolia,2
76,E,Magnolia,1
76,E,Magnolia,2
76,R,Magnolia,1
76,R,Magnolia,2
76,A,Maritime,0
76,B,Maritime,0
76,C,Maritime,0
76,D,Maritime,1
76,D,Maritime,2
76,E,Maritime,1
76,E,Maritime,2
76,R,Maritime,0
76,A,Memorial,0
76,B,Memorial,0
76,C,Memorial,0
76,D,Memorial,1
76,D,Memorial,2
76,E,Memorial,1
76,E,Memorial,2
76,R,Memorial,0
76,A,Meridian,0
76,B,Meridian,0
76,C,Meridian,1
76,C,Meridian,2
76,D,Meridian,1
76,D,Meridian,2
76,E,Meridian,1
76,E,Meridian,2
76,R,Meridian,1
76,R,Meridian,2
76,A,Metro,0
76,B,Metro,0
76,C,Metro,1
76,C,Metro,2
76,D,Metro,1
76,D,Metro,2
76,E,Metro,1
76,E,Metro,2
76,R,Metro,0
76,A,Midland,0
76,B,Midland,0
76,C,Midland,1
76,C,Midland,2
76,D,Midland,1
76,D,Midland,2
76,E,Midland,1
76,E,Midland,2
76,R,Midland,1
76,R,Midland,2
76,A,Morningstar,0
76,B,Morningstar,0
76,C,Morningstar,1
76,C,Morningstar,2
76,D,Morningstar,1
76,D,Morningstar,2
76,E,Morningstar,1
76,E,Morningstar,2
76,R,Morningstar,0
76,A,Olympic,0
76,B,Olympic,0
76,C,Olympic,1
76,C,Olympic,2
76,D,Olympic,1
76,D,Olympic,2
76,E,Olympic,1
76,E,Olympic,2
76,R,Olympic,1
76,R,Olympic,2
76,A,Pacific,0
76,B,Pacific,0
76,C,Pacific,0
76,D,Pacific,1
76,D,Pacific,2
76,E,Pacific,1
76,E,Pacific,2
76,R,Pacific,1
76,R,Pacific,2
76,A,Peninsula,0
76,B,Peninsula,0
76,C,Peninsula,0
76,D,Peninsula,1
76,D,Peninsula,2
76,E,Peninsula,1
76,E,Peninsula,2
76,R,Peninsula,0
76,A,Piedmont,0
76,B,Piedmont,0
76,C,Piedmont,1
76,C,Piedmont,2
76,D,Piedmont,1
76,D,Piedmont,2
76,E,Piedmont,1
76,E,Piedmont,2
76,R,Piedmont,1
76,R,Piedmont,2
76,A,Plaza,0
76,B,Plaza,0
76,C,Plaza,1
76,C,Plaza,2
76,D,Plaza,1
76,D,Plaza,2
76,E,Plaza,1
76,E,Plaza,2
76,R,Plaza,1
76,R,Plaza,2
76,A,Prairie,0
76,B,Prairie,0
76,C,Prairie,1
76,C,Prairie,2
76,D,Prairie,1
76,D,Prairie,2
76,E,Prairie,1
76,E,Prairie,2
76,R,Prairie,0
76,A,Rubicon,0
76,B,Rubicon,0
76,C,Rubicon,0
76,D,Rubicon,1
76,D,Rubicon,2
76,E,Rubicon,1
76,E,Rubicon,2
76,R,Rubicon,0
76,A,Seaboard,0
76,B,Seaboard,0
76,C,Seaboard,0
76,D,Seaboard,1
76,D,Seaboard,2
76,E,Seaboard,1
76,E,Seaboard,2
76,R,Seaboard,0
76,A,Sequoia,0
76,B,Sequoia,0
76,C,Sequoia,1
76,C,Sequoia,2
76,D,Sequoia,1
76,D,Sequoia,2
76,E,Sequoia,1
76,E,Sequoia,2
76,R,Sequoia,1
76,R,Sequoia,2
76,A,Sierra,0
76,B,Sierra,0
76,C,Sierra,1
76,C,Sierra,2
76,D,Sierra,1
76,D,Sierra,2
76,E,Sierra,1
76,E,Sierra,2
76,R,Sierra,0
76,A,Skyline,0
76,B,Skyline,0
76,C,Skyline,1
76,C,Skyline,2
76,D,Skyline,1
76,D,Skyline,2
76,E,Skyline,1
76,E,Skyline,2
76,R,Skyline,1
76,R,Skyline,2
76,A,Sugarloaf,0
76,B,Sugarloaf,0
76,C,Sugarloaf,1
76,C,Sugarloaf,2
76,D,Sugarloaf,1
76,D,Sugarloaf,2
76,E,Sugarloaf,1
76,E,Sugarloaf,2
76,R,Sugarloaf,1
76,R,Sugarloaf,2
76,A,Summit,0
76,B,Summit,0
76,C,Summit,1
76,C,Summit,2
76,D,Summit,1
76,D,Summit,2
76,E,Summit,1
76,E,Summit,2
76,R,Summit,1
76,R,Summit,2
76,A,Taiga,0
76,B,Taiga,0
76,C,Taiga,0
76,D,Taiga,1
76,D,Taiga,2
76,E,Taiga,1
76,E,Taiga,2
76,R,Taiga,1
76,R,Taiga,2
76,A,Tidewater,0
76,B,Tidewater,0
76,C,Tidewater,1
76,C,Tidewater,2
76,D,Tidewater,1
76,D,Tidewater,2
76,E,Tidewater,1
76,E,Tidewater,2
76,R,Tidewater,1
76,R,Tidewater,2
76,A,Tundra,0
76,B,Tundra,0
76,C,Tundra,0
76,D,Tundra,1
76,D,Tundra,2
76,E,Tundra,1
76,E,Tundra,2
76,R,Tundra,0
76,A,Typhoon,0
76,B,Typhoon,0
76,C,Typhoon,1
76,C,Typhoon,2
76,D,Typhoon,1
76,D,Typhoon,2
76,E,Typhoon,0
76,R,Typhoon,1
76,R,Typhoon,2
76,A,Valley,0
76,B,Valley,0
76,C,Valley,1
76,C,Valley,2
76,D,Valley,1
76,D,Valley,2
76,E,Valley,1
76,E,Valley,2
76,R,Valley,0
77,A,Alpine,0
77,B,Alpine,0
77,C,Alpine,1
77,C,Alpine,2
77,D,Alpine,1
77,D,Alpine,2
77,E,Alpine,1
77,E,Alpine,2
77,R,Alpine,1
77,R,Alpine,2
77,A,Arcadia,0
77,B,Arcadia,0
77,C,Arcadia,0
77,D,Arcadia,1
77,D,Arcadia,2
77,E,Arcadia,1
77,E,Arcadia,2
77,R,Arcadia,0
77,A,Archipelago,0
77,B,Archipelago,0
77,C,Archipelago,0
77,D,Archipelago,1
77,D,Archipelago,2
77,E,Archipelago,1
77,E,Archipelago,2
77,R,Archipelago,0
77,A,Atlantic,0
77,B,Atlantic,0
77,C,Atlantic,0
77,D,Atlantic,1
77,D,Atlantic,2
77,E,Atlantic,1
77,E,Atlantic,2
77,R,Atlantic,0
77,A,Badlands,0
77,B,Badlands,0
77,C,Badlands,1
77,C,Badlands,2
77,D,Badlands,1
77,D,Badlands,2
77,E,Badlands,1
77,E,Badlands,2
77,R,Badlands,1
77,R,Badlands,2
77,A,Bayou,0
77,B,Bayou,0
77,C,Bayou,1
77,C,Bayou,2
77,D,Bayou,1
77,D,Bayou,2
77,E,Bayou,1
77,E,Bayou,2
77,R,Bayou,0
77,A,Canyon,0
77,B,Canyon,0
77,C,Canyon,1
77,C,Canyon,2
77,D,Canyon,1
77,D,Canyon,2
77,E,Canyon,1
77,E,Canyon,2
77,R,Canyon,0
77,A,Cascade,0
77,B,Cascade,0
77,C,Cascade,0
77,D,Cascade,1
77,D,Cascade,2
77,E,Cascade,1
77,E,Cascade,2
77,R,Cascade,0
77,A,Central,0
77,B,Central,0
77,C,Central,0
77,D,Central,1
77,D,Central,2
77,E,Central,1
77,E,Central,2
77,R,Central,1
77,R,Central,2
77,A,Citadel,0
77,B,Citadel,0
77,C,Citadel,1
77,C,Citadel,2
77,D,Citadel,1
77,D,Citadel,2
77,E,Citadel,1
77,E,Citadel,2
77,R,Citadel,0
77,A,Coastal,0
77,B,Coastal,0
77,C,Coastal,1
77,C,Coastal,2
77,D,Coastal,1
77,D,Coastal,2
77,E,Coastal,1
77,E,Coastal,2
77,R,Coastal,0
77,A,Commonwealth,0
77,B,Commonwealth,0
77,C,Commonwealth,0
77,D,Commonwealth,1
77,D,Commonwealth,2
77,E,Commonwealth,1
77,E,Commonwealth,2
77,R,Commonwealth,0
77,A,Continental,0
77,B,Continental,0
77,C,Continental,0
77,D,Continental,1
77,D,Continental,2
77,E,Continental,1
77,E,Continental,2
77,R,Continental,0
77,A,Corridor,0
77,B,Corridor,0
77,C,Corridor,0
77,D,Corridor,1
77,D,Corridor,2
77,E,Corridor,1
77,E,Corridor,2
77,R,Corridor,0
77,A,Delta,0
77,B,Delta,0
77,C,Delta,1
77,C,Delta,2
77,D,Delta,1
77,D,Delta,2
77,E,Delta,1
77,E,Delta,2
77,R,Delta,0
77,A,Elysium,0
77,B,Elysium,0
77,C,Elysium,1
77,C,Elysium,2
77,D,Elysium,1
77,D,Elysium,2
77,E,Elysium,1
77,E,Elysium,2
77,R,Elysium,1
77,R,Elysium,2
77,A,Fjord,0
77,B,Fjord,0
77,C,Fjord,1
77,C,Fjord,2
77,D,Fjord,1
77,D,Fjord,2
77,E,Fjord,1
77,E,Fjord,2
77,R,Fjord,0
77,A,Frontier,0
77,B,Frontier,0
77,C,Frontier,0
77,D,Frontier,1
77,D,Frontier,2
77,E,Frontier,1
77,E,Frontier,2
77,R,Frontier,0
77,A,Garden,0
77,B,Garden,0
77,C,Garden,1
77,C,Garden,2
77,D,Garden,1
77,D,Garden,2
77,E,Garden,1
77,E,Garden,2
77,R,Garden,0
77,A,Glacier,0
77,B,Glacier,0
77,C,Glacier,1
77,C,Glacier,2
77,D,Glacier,1
77,D,Glacier,2
77,E,Glacier,1
77,E,Glacier,2
77,R,Glacier,0
77,A,Highland,0
77,B,Highland,0
77,C,Highland,1
77,C,Highland,2
77,D,Highland,1
77,D,Highland,2
77,E,Highland,1
77,E,Highland,2
77,R,Highland,0
77,A,Horizon,0
77,B,Horizon,0
77,C,Horizon,0
77,D,Horizon,1
77,D,Horizon,2
77,E,Horizon,1
77,E,Horizon,2
77,R,Horizon,0
77,A,Juniper,0
77,B,Juniper,0
77,C,Juniper,1
77,C,Juniper,2
77,D,Juniper,1
77,D,Juniper,2
77,E,Juniper,1
77,E,Juniper,2
77,R,Juniper,1
77,R,Juniper,2
77,A,Laguna,0
77,B,Laguna,0
77,C,Laguna,1
77,C,Laguna,2
77,D,Laguna,1
77,D,Laguna,2
77,E,Laguna,1
77,E,Laguna,2
77,R,Laguna,1
77,R,Laguna,2
77,A,Maelstrom,0
77,B,Maelstrom,0
77,C,Maelstrom,0
77,D,Maelstrom,1
77,D,Maelstrom,2
77,E,Maelstrom,1
77,E,Maelstrom,2
77,R,Maelstrom,1
77,R,Maelstrom,2
77,A,Magnolia,0
77,B,Magnolia,0
77,C,Magnolia,1
77,C,Magnolia,2
77,D,Magnolia,1
77,D,Magnolia,2
77,E,Magnolia,1
77,E,Magnolia,2
77,R,Magnolia,0
77,A,Maritime,0
77,B,Maritime,0
77,C,Maritime,0
77,D,Maritime,1
77,D,Maritime,2
77,E,Maritime,1
77,E,Maritime,2
77,R,Maritime,0
77,A,Memorial,0
77,B,Memorial,0
77,C,Memorial,1
77,C,Memorial,2
77,D,Memorial,1
77,D,Memorial,2
77,E,Memorial,1
77,E,Memorial,2
77,R,Memorial,0
77,A,Meridian,0
77,B,Meridian,0
77,C,Meridian,0
77,D,Meridian,1
77,D,Meridian,2
77,E,Meridian,1
77,E,Meridian,2
77,R,Meridian,1
77,R,Meridian,2
77,A,Metro,0
77,B,Metro,0
77,C,Metro,1
77,C,Metro,2
77,D,Metro,1
77,D,Metro,2
77,E,Metro,1
77,E,Metro,2
77,R,Metro,0
77,A,Midland,0
77,B,Midland,0
77,C,Midland,1
77,C,Midland,2
77,D,Midland,1
77,D,Midland,2
77,E,Midland,1
77,E,Midland,2
77,R,Midland,1
77,R,Midland,2
77,A,Morningstar,0
77,B,Morningstar,0
77,C,Morningstar,1
77,C,Morningstar,2
77,D,Morningstar,1
77,D,Morningstar,2
77,E,Morningstar,1
77,E,Morningstar,2
77,R,Morningstar,0
77,A,Nebula,0
77,B,Nebula,0
77,C,Nebula,0
77,D,Nebula,1
77,D,Nebula,2
77,E,Nebula,1
77,E,Nebula,2
77,R,Nebula,0
77,A,Olympic,0
77,B,Olympic,0
77,C,Olympic,1
77,C,Olympic,2
77,D,Olympic,1
77,D,Olympic,2
77,E,Olympic,1
77,E,Olympic,2
77,R,Olympic,1
77,R,Olympic,2
77,A,Pacific,0
77,B,Pacific,0
77,C,Pacific,0
77,D,Pacific,1
77,D,Pacific,2
77,E,Pacific,1
77,E,Pacific,2
77,R,Pacific,1
77,R,Pacific,2
77,A,Palisade,0
77,B,Palisade,0
77,C,Palisade,0
77,D,Palisade,1
77,D,Palisade,2
77,E,Palisade,1
77,E,Palisade,2
77,R,Palisade,0
77,A,Peninsula,0
77,B,Peninsula,0
77,C,Peninsula,1
77,C,Peninsula,2
77,D,Peninsula,1
77,D,Peninsula,2
77,E,Peninsula,1
77,E,Peninsula,2
77,R,Peninsula,0
77,A,Piedmont,0
77,B,Piedmont,0
77,C,Piedmont,0
77,D,Piedmont,1
77,D,Piedmont,2
77,E,Piedmont,1
77,E,Piedmont,2
77,R,Piedmont,1
77,R,Piedmont,2
77,A,Plaza,0
77,B,Plaza,0
77,C,Plaza,1
77,C,Plaza,2
77,D,Plaza,1
77,D,Plaza,2
77,E,Plaza,1
77,E,Plaza,2
77,R,Plaza,0
77,A,Polaris,0
77,B,Polaris,0
77,C,Polaris,1
77,C,Polaris,2
77,D,Polaris,1
77,D,Polaris,2
77,E,Polaris,1
77,E,Polaris,2
77,R,Polaris,0
77,A,Prairie,0
77,B,Prairie,0
77,C,Prairie,0
77,D,Prairie,1
77,D,Prairie,2
77,E,Prairie,1
77,E,Prairie,2
77,R,Prairie,0
77,A,Rubicon,0
77,B,Rubicon,0
77,C,Rubicon,1
77,C,Rubicon,2
77,D,Rubicon,0
77,E,Rubicon,1
77,E,Rubicon,2
77,R,Rubicon,0
77,A,Seaboard,0
77,B,Seaboard,0
77,C,Seaboard,0
77,D,Seaboard,1
77,D,Seaboard,2
77,E,Seaboard,1
77,E,Seaboard,2
77,R,Seaboard,0
77,A,Sequoia,0
77,B,Sequoia,0
77,C,Sequoia,0
77,D,Sequoia,1
77,D,Sequoia,2
77,E,Sequoia,1
77,E,Sequoia,2
77,R,Sequoia,1
77,R,Sequoia,2
77,A,Sierra,0
77,B,Sierra,0
77,C,Sierra,1
77,C,Sierra,2
77,D,Sierra,1
77,D,Sierra,2
77,E,Sierra,1
77,E,Sierra,2
77,R,Sierra,0
77,A,Skyline,0
77,B,Skyline,0
77,C,Skyline,0
77,D,Skyline,1
77,D,Skyline,2
77,E,Skyline,1
77,E,Skyline,2
77,R,Skyline,1
77,R,Skyline,2
77,A,Sugarloaf,0
77,B,Sugarloaf,0
77,C,Sugarloaf,1
77,C,Sugarloaf,2
77,D,Sugarloaf,1
77,D,Sugarloaf,2
77,E,Sugarloaf,1
77,E,Sugarloaf,2
77,R,Sugarloaf,0
77,A,Summit,0
77,B,Summit,0
77,C,Summit,1
77,C,Summit,2
77,D,Summit,1
77,D,Summit,2
77,E,Summit,1
77,E,Summit,2
77,R,Summit,1
77,R,Summit,2
77,A,Taiga,0
77,B,Taiga,0
77,C,Taiga,1
77,C,Taiga,2
77,D,Taiga,1
77,D,Taiga,2
77,E,Taiga,1
77,E,Taiga,2
77,R,Taiga,0
77,A,Tidewater,0
77,B,Tidewater,0
77,C,Tidewater,0
77,D,Tidewater,1
77,D,Tidewater,2
77,E,Tidewater,1
77,E,Tidewater,2
77,R,Tidewater,0
77,A,Tundra,0
77,B,Tundra,0
77,C,Tundra,0
77,D,Tundra,1
77,D,Tundra,2
77,E,Tundra,1
77,E,Tundra,2
77,R,Tundra,0
77,A,Typhoon,0
77,B,Typhoon,0
77,C,Typhoon,1
77,C,Typhoon,2
77,D,Typhoon,1
77,D,Typhoon,2
77,E,Typhoon,1
77,E,Typhoon,2
77,R,Typhoon,0
77,A,Valley,0
77,B,Valley,0
77,C,Valley,1
77,C,Valley,2
77,D,Valley,1
77,D,Valley,2
77,E,Valley,1
77,E,Valley,2
77,R,Valley,1
77,R,Valley,2
77,A,Zephyr,0
77,B,Zephyr,0
77,C,Zephyr,0
77,D,Zephyr,1
77,D,Zephyr,2
77,E,Zephyr,1
77,E,Zephyr,2
77,R,Zephyr,0
78,A,Alpine,0
78,B,Alpine,0
78,C,Alpine,0
78,D,Alpine,1
78,D,Alpine,2
78,E,Alpine,1
78,E,Alpine,2
78,R,Alpine,0
78,A,Arcadia,0
78,B,Arcadia,0
78,C,Arcadia,0
78,D,Arcadia,1
78,D,Arcadia,2
78,E,Arcadia,1
78,E,Arcadia,2
78,R,Arcadia,0
78,A,Archipelago,0
78,B,Archipelago,0
78,C,Archipelago,1
78,C,Archipelago,2
78,D,Archipelago,1
78,D,Archipelago,2
78,E,Archipelago,1
78,E,Archipelago,2
78,R,Archipelago,0
78,A,Atlantic,0
78,B,Atlantic,0
78,C,Atlantic,1
78,C,Atlantic,2
78,D,Atlantic,1
78,D,Atlantic,2
78,E,Atlantic,1
78,E,Atlantic,2
78,R,Atlantic,0
78,A,Badlands,0
78,B,Badlands,0
78,C,Badlands,0
78,D,Badlands,1
78,D,Badlands,2
78,E,Badlands,1
78,E,Badlands,2
78,R,Badlands,0
78,A,Bayou,0
78,B,Bayou,0
78,C,Bayou,0
78,D,Bayou,1
78,D,Bayou,2
78,E,Bayou,1
78,E,Bayou,2
78,R,Bayou,0
78,A,Canyon,0
78,B,Canyon,0
78,C,Canyon,1
78,C,Canyon,2
78,D,Canyon,1
78,D,Canyon,2
78,E,Canyon,1
78,E,Canyon,2
78,R,Canyon,0
78,A,Cascade,0
78,B,Cascade,0
78,C,Cascade,0
78,D,Cascade,1
78,D,Cascade,2
78,E,Cascade,1
78,E,Cascade,2
78,R,Cascade,0
78,A,Central,0
78,B,Central,0
78,C,Central,0
78,D,Central,1
78,D,Central,2
78,E,Central,1
78,E,Central,2
78,R,Central,0
78,A,Citadel,0
78,B,Citadel,0
78,C,Citadel,1
78,C,Citadel,2
78,D,Citadel,1
78,D,Citadel,2
78,E,Citadel,1
78,E,Citadel,2
78,R,Citadel,0
78,A,Coastal,0
78,B,Coastal,0
78,C,Coastal,0
78,D,Coastal,1
78,D,Coastal,2
78,E,Coastal,1
78,E,Coastal,2
78,R,Coastal,0
78,A,Commonwealth,0
78,B,Commonwealth,0
78,C,Commonwealth,0
78,D,Commonwealth,1
78,D,Commonwealth,2
78,E,Commonwealth,1
78,E,Commonwealth,2
78,R,Commonwealth,0
78,A,Continental,0
78,B,Continental,0
78,C,Continental,0
78,D,Continental,1
78,D,Continental,2
78,E,Continental,1
78,E,Continental,2
78,R,Continental,0
78,A,Corridor,0
78,B,Corridor,0
78,C,Corridor,0
78,D,Corridor,1
78,D,Corridor,2
78,E,Corridor,1
78,E,Corridor,2
78,R,Corridor,0
78,A,Delta,0
78,B,Delta,0
78,C,Delta,0
78,D,Delta,1
78,D,Delta,2
78,E,Delta,1
78,E,Delta,2
78,R,Delta,0
78,A,Elysium,0
78,B,Elysium,0
78,C,Elysium,1
78,C,Elysium,2
78,D,Elysium,1
78,D,Elysium,2
78,E,Elysium,1
78,E,Elysium,2
78,R,Elysium,1
78,R,Elysium,2
78,A,Fjord,0
78,B,Fjord,0
78,C,Fjord,1
78,C,Fjord,2
78,D,Fjord,1
78,D,Fjord,2
78,E,Fjord,1
78,E,Fjord,2
78,A,Frontier,0
78,B,Frontier,0
78,C,Frontier,0
78,D,Frontier,1
78,D,Frontier,2
78,E,Frontier,1
78,E,Frontier,2
78,R,Frontier,0
78,A,Galaxy,0
78,B,Galaxy,0
78,C,Galaxy,0
78,D,Galaxy,1
78,D,Galaxy,2
78,E,Galaxy,1
78,E,Galaxy,2
78,R,Galaxy,0
78,A,Garden,0
78,B,Garden,0
78,C,Garden,1
78,C,Garden,2
78,D,Garden,1
78,D,Garden,2
78,E,Garden,1
78,E,Garden,2
78,R,Garden,0
78,A,Glacier,0
78,B,Glacier,0
78,C,Glacier,1
78,C,Glacier,2
78,D,Glacier,1
78,D,Glacier,2
78,E,Glacier,1
78,E,Glacier,2
78,R,Glacier,0
78,A,Highland,0
78,B,Highland,0
78,C,Highland,0
78,D,Highland,1
78,D,Highland,2
78,E,Highland,1
78,E,Highland,2
78,R,Highland,0
78,A,Horizon,0
78,B,Horizon,0
78,C,Horizon,0
78,D,Horizon,1
78,D,Horizon,2
78,E,Horizon,1
78,E,Horizon,2
78,R,Horizon,1
78,R,Horizon,2
78,A,Isthmus,0
78,B,Isthmus,0
78,C,Isthmus,1
78,C,Isthmus,2
78,D,Isthmus,1
78,D,Isthmus,2
78,E,Isthmus,1
78,E,Isthmus,2
78,R,Isthmus,0
78,A,Juniper,0
78,B,Juniper,0
78,C,Juniper,0
78,D,Juniper,1
78,D,Juniper,2
78,E,Juniper,1
78,E,Juniper,2
78,R,Juniper,1
78,R,Juniper,2
78,A,Laguna,0
78,B,Laguna,0
78,C,Laguna,0
78,D,Laguna,1
78,D,Laguna,2
78,E,Laguna,1
78,E,Laguna,2
78,R,Laguna,1
78,R,Laguna,2
78,A,Laurel,0
78,B,Laurel,0
78,C,Laurel,1
78,C,Laurel,2
78,D,Laurel,1
78,D,Laurel,2
78,E,Laurel,1
78,E,Laurel,2
78,R,Laurel,0
78,A,Maelstrom,0
78,B,Maelstrom,0
78,C,Maelstrom,0
78,D,Maelstrom,1
78,D,Maelstrom,2
78,E,Maelstrom,1
78,E,Maelstrom,2
78,R,Maelstrom,0
78,A,Magnolia,0
78,B,Magnolia,0
78,C,Magnolia,1
78,C,Magnolia,2
78,D,Magnolia,1
78,D,Magnolia,2
78,E,Magnolia,1
78,E,Magnolia,2
78,R,Magnolia,0
78,A,Maritime,0
78,B,Maritime,0
78,C,Maritime,1
78,C,Maritime,2
78,D,Maritime,1
78,D,Maritime,2
78,E,Maritime,1
78,E,Maritime,2
78,R,Maritime,0
78,A,Memorial,0
78,B,Memorial,0
78,C,Memorial,0
78,D,Memorial,1
78,D,Memorial,2
78,E,Memorial,1
78,E,Memorial,2
78,R,Memorial,1
78,R,Memorial,2
78,A,Meridian,0
78,B,Meridian,0
78,C,Meridian,1
78,C,Meridian,2
78,D,Meridian,1
78,D,Meridian,2
78,E,Meridian,1
78,E,Meridian,2
78,R,Meridian,1
78,R,Meridian,2
78,A,Mesa,0
78,B,Mesa,0
78,C,Mesa,0
78,D,Mesa,0
78,E,Mesa,1
78,E,Mesa,2
78,R,Mesa,0
78,A,Metro,0
78,B,Metro,0
78,C,Metro,0
78,D,Metro,1
78,D,Metro,2
78,E,Metro,1
78,E,Metro,2
78,R,Metro,0
78,A,Midland,0
78,B,Midland,0
78,C,Midland,1
78,C,Midland,2
78,D,Midland,1
78,D,Midland,2
78,E,Midland,1
78,E,Midland,2
78,R,Midland,0
78,A,Morningstar,0
78,B,Morningstar,0
78,C,Morningstar,0
78,D,Morningstar,1
78,D,Morningstar,2
78,E,Morningstar,1
78,E,Morningstar,2
78,R,Morningstar,0
78,A,Nebula,0
78,B,Nebula,0
78,C,Nebula,0
78,D,Nebula,1
78,D,Nebula,2
78,E,Nebula,1
78,E,Nebula,2
78,R,Nebula,0
78,A,Olympic,0
78,B,Olympic,0
78,C,Olympic,1
78,C,Olympic,2
78,D,Olympic,1
78,D,Olympic,2
78,E,Olympic,1
78,E,Olympic,2
78,R,Olympic,0
78,A,Pacific,0
78,B,Pacific,0
78,C,Pacific,1
78,C,Pacific,2
78,D,Pacific,1
78,D,Pacific,2
78,E,Pacific,1
78,E,Pacific,2
78,R,Pacific,1
78,R,Pacific,2
78,A,Palisade,0
78,B,Palisade,0
78,C,Palisade,0
78,D,Palisade,1
78,D,Palisade,2
78,E,Palisade,1
78,E,Palisade,2
78,R,Palisade,0
78,A,Peninsula,0
78,B,Peninsula,0
78,C,Peninsula,1
78,C,Peninsula,2
78,D,Peninsula,1
78,D,Peninsula,2
78,E,Peninsula,1
78,E,Peninsula,2
78,R,Peninsula,0
78,A,Piedmont,0
78,B,Piedmont,0
78,C,Piedmont,1
78,C,Piedmont,2
78,D,Piedmont,1
78,D,Piedmont,2
78,E,Piedmont,1
78,E,Piedmont,2
78,R,Piedmont,0
78,A,Plaza,0
78,B,Plaza,0
78,C,Plaza,1
78,C,Plaza,2
78,D,Plaza,1
78,D,Plaza,2
78,E,Plaza,1
78,E,Plaza,2
78,R,Plaza,0
78,A,Polaris,0
78,B,Polaris,0
78,C,Polaris,1
78,C,Polaris,2
78,D,Polaris,1
78,D,Polaris,2
78,E,Polaris,1
78,E,Polaris,2
78,R,Polaris,0
78,A,Prairie,0
78,B,Prairie,0
78,C,Prairie,1
78,C,Prairie,2
78,D,Prairie,1
78,D,Prairie,2
78,E,Prairie,1
78,E,Prairie,2
78,R,Prairie,0
78,A,Rubicon,0
78,B,Rubicon,0
78,C,Rubicon,0
78,D,Rubicon,1
78,D,Rubicon,2
78,E,Rubicon,1
78,E,Rubicon,2
78,R,Rubicon,0
78,A,Seaboard,0
78,B,Seaboard,0
78,C,Seaboard,0
78,D,Seaboard,1
78,D,Seaboard,2
78,E,Seaboard,1
78,E,Seaboard,2
78,R,Seaboard,0
78,A,Sequoia,0
78,B,Sequoia,0
78,C,Sequoia,1
78,C,Sequoia,2
78,D,Sequoia,1
78,D,Sequoia,2
78,E,Sequoia,1
78,E,Sequoia,2
78,R,Sequoia,1
78,R,Sequoia,2
78,A,Sierra,0
78,B,Sierra,0
78,C,Sierra,1
78,C,Sierra,2
78,D,Sierra,1
78,D,Sierra,2
78,E,Sierra,1
78,E,Sierra,2
78,R,Sierra,0
78,A,Skyline,0
78,B,Skyline,0
78,C,Skyline,0
78,D,Skyline,1
78,D,Skyline,2
78,E,Skyline,1
78,E,Skyline,2
78,R,Skyline,1
78,R,Skyline,2
78,A,Sugarloaf,0
78,B,Sugarloaf,0
78,C,Sugarloaf,1
78,C,Sugarloaf,2
78,D,Sugarloaf,1
78,D,Sugarloaf,2
78,E,Sugarloaf,1
78,E,Sugarloaf,2
78,R,Sugarloaf,0
78,A,Summit,0
78,B,Summit,0
78,C,Summit,1
78,C,Summit,2
78,D,Summit,1
78,D,Summit,2
78,E,Summit,1
78,E,Summit,2
78,R,Summit,0
78,A,Taiga,0
78,B,Taiga,0
78,C,Taiga,1
78,C,Taiga,2
78,D,Taiga,1
78,D,Taiga,2
78,E,Taiga,1
78,E,Taiga,2
78,R,Taiga,0
78,A,Tidewater,0
78,B,Tidewater,0
78,C,Tidewater,0
78,D,Tidewater,1
78,D,Tidewater,2
78,E,Tidewater,1
78,E,Tidewater,2
78,R,Tidewater,0
78,A,Tundra,0
78,B,Tundra,0
78,C,Tundra,1
78,C,Tundra,2
78,D,Tundra,1
78,D,Tundra,2
78,E,Tundra,1
78,E,Tundra,2
78,R,Tundra,0
78,A,Typhoon,0
78,B,Typhoon,0
78,C,Typhoon,1
78,C,Typhoon,2
78,D,Typhoon,1
78,D,Typhoon,2
78,E,Typhoon,1
78,E,Typhoon,2
78,R,Typhoon,1
78,R,Typhoon,2
78,A,Valley,0
78,B,Valley,0
