season,rundle,league,div
91,R,Elysium,0
91,A,Evergreen,0
91,B,Evergreen,0
91,C,Evergreen,1
91,C,Evergreen,2
91,D,Evergreen,1
91,D,Evergreen,2
91,E,Evergreen,1
91,E,Evergreen,2
91,A,Fjord,0
91,B,Fjord,0
91,C,Fjord,1
91,C,Fjord,2
91,D,Fjord,1
91,D,Fjord,2
91,E,Fjord,1
91,E,Fjord,2
91,A,Foundry,0
91,B,Foundry,0
91,C,Foundry,1
91,C,Foundry,2
91,D,Foundry,1
91,D,Foundry,2
91,E,Foundry,1
91,E,Foundry,2
91,R,Foundry,0
91,A,Frontier,0
91,B,Frontier,0
91,C,Frontier,1
91,C,Frontier,2
91,D,Frontier,1
91,D,Frontier,2
91,E,Frontier,1
91,E,Frontier,2
91,A,Galaxy,0
91,B,Galaxy,0
91,C,Galaxy,1
91,C,Galaxy,2
91,D,Galaxy,1
91,D,Galaxy,2
91,E,Galaxy,1
91,E,Galaxy,2
91,R,Galaxy,0
91,A,Garden,0
91,B,Garden,0
91,C,Garden,1
91,C,Garden,2
91,D,Garden,1
91,D,Garden,2
91,E,Garden,1
91,E,Garden,2
91,R,Garden,0
91,A,Glacier,0
91,B,Glacier,0
91,C,Glacier,1
91,C,Glacier,2
91,D,Glacier,1
91,D,Glacier,2
91,E,Glacier,1
91,E,Glacier,2
91,A,Highland,0
91,B,Highland,0
91,C,Highland,1
91,C,Highland,2
91,D,Highland,1
91,D,Highland,2
91,E,Highland,1
91,E,Highland,2
91,R,Highland,0
91,A,Hinterland,0
91,B,Hinterland,0
91,C,Hinterland,1
91,C,Hinterland,2
91,D,Hinterland,1
91,D,Hinterland,2
91,E,Hinterland,1
91,E,Hinterland,2
91,R,Hinterland,0
91,A,Horizon,0
91,B,Horizon,0
91,C,Horizon,1
91,C,Horizon,2
91,D,Horizon,1
91,D,Horizon,2
91,E,Horizon,1
91,E,Horizon,2
91,R,Horizon,0
91,A,Isthmus,0
91,B,Isthmus,0
91,C,Isthmus,1
91,C,Isthmus,2
91,D,Isthmus,1
91,D,Isthmus,2
91,E,Isthmus,1
91,E,Isthmus,2
91,R,Isthmus,0
91,A,Junction,0
91,B,Junction,0
91,C,Junction,1
91,C,Junction,2
91,D,Junction,1
91,D,Junction,2
91,E,Junction,1
91,E,Junction,2
91,A,Juniper,0
91,B,Juniper,0
91,C,Juniper,1
91,C,Juniper,2
91,D,Juniper,1
91,D,Juniper,2
91,E,Juniper,1
91,E,Juniper,2
91,R,Juniper,0
91,A,Keystone,0
91,B,Keystone,0
91,C,Keystone,1
91,C,Keystone,2
91,D,Keystone,1
91,D,Keystone,2
91,E,Keystone,1
91,E,Keystone,2
91,R,Keystone,0
91,A,Laguna,0
91,B,Laguna,0
91,C,Laguna,1
91,C,Laguna,2
91,D,Laguna,1
91,D,Laguna,2
91,E,Laguna,1
91,E,Laguna,2
91,R,Laguna,0
91,A,Laurel,0
91,B,Laurel,0
91,C,Laurel,1
91,C,Laurel,2
91,D,Laurel,1
91,D,Laurel,2
91,E,Laurel,1
91,E,Laurel,2
91,R,Laurel,0
91,A,Lyceum,0
91,B,Lyceum,0
91,C,Lyceum,1
91,C,Lyceum,2
91,D,Lyceum,1
91,D,Lyceum,2
91,E,Lyceum,1
91,E,Lyceum,2
91,R,Lyceum,0
91,A,Maelstrom,0
91,B,Maelstrom,0
91,C,Maelstrom,1
91,C,Maelstrom,2
91,D,Maelstrom,1
91,D,Maelstrom,2
91,E,Maelstrom,1
91,E,Maelstrom,2
91,R,Maelstrom,0
91,A,Magnolia,0
91,B,Magnolia,0
91,C,Magnolia,1
91,C,Magnolia,2
91,D,Magnolia,1
91,D,Magnolia,2
91,E,Magnolia,1
91,E,Magnolia,2
91,R,Magnolia,0
91,A,Maritime,0
91,B,Maritime,0
91,C,Maritime,1
91,C,Maritime,2
91,D,Maritime,1
91,D,Maritime,2
91,E,Maritime,1
91,E,Maritime,2
91,R,Maritime,0
91,A,Meadow,0
91,B,Meadow,0
91,C,Meadow,0
91,D,Meadow,1
91,D,Meadow,2
91,E,Meadow,1
91,E,Meadow,2
91,A,Memorial,0
91,B,Memorial,0
91,C,Memorial,1
91,C,Memorial,2
91,D,Memorial,1
91,D,Memorial,2
91,E,Memorial,1
91,E,Memorial,2
91,R,Memorial,0
91,A,Meridian,0
91,B,Meridian,0
91,C,Meridian,1
91,C,Meridian,2
91,D,Meridian,1
91,D,Meridian,2
91,E,Meridian,1
91,E,Meridian,2
91,A,Mesa,0
91,B,Mesa,0
91,C,Mesa,1
91,C,Mesa,2
91,D,Mesa,1
91,D,Mesa,2
91,E,Mesa,1
91,E,Mesa,2
91,A,Metro,0
91,B,Metro,0
91,C,Metro,1
91,C,Metro,2
91,D,Metro,1
91,D,Metro,2
91,E,Metro,1
91,E,Metro,2
91,A,Midland,0
91,B,Midland,0
91,C,Midland,1
91,C,Midland,2
91,D,Midland,1
91,D,Midland,2
91,E,Midland,1
91,E,Midland,2
91,R,Midland,0
91,A,Monolith,0
91,B,Monolith,0
91,C,Monolith,1
91,C,Monolith,2
91,D,Monolith,1
91,D,Monolith,2
91,E,Monolith,1
91,E,Monolith,2
91,A,Morningstar,0
91,B,Morningstar,0
91,C,Morningstar,1
91,C,Morningstar,2
91,D,Morningstar,1
91,D,Morningstar,2
91,E,Morningstar,1
91,E,Morningstar,2
91,A,Nebula,0
91,B,Nebula,0
91,C,Nebula,1
91,C,Nebula,2
91,D,Nebula,1
91,D,Nebula,2
91,E,Nebula,1
91,E,Nebula,2
91,R,Nebula,0
91,A,Nova,0
91,B,Nova,0
91,C,Nova,1
91,C,Nova,2
91,D,Nova,1
91,D,Nova,2
91,E,Nova,1
91,E,Nova,2
91,R,Nova,0
91,A,Olympic,0
91,B,Olympic,0
91,C,Olympic,1
91,C,Olympic,2
91,D,Olympic,1
91,D,Olympic,2
91,E,Olympic,1
91,E,Olympic,2
91,R,Olympic,0
91,A,Orange,0
91,B,Orange,0
91,C,Orange,1
91,C,Orange,2
91,D,Orange,1
91,D,Orange,2
91,E,Orange,1
91,E,Orange,2
91,A,Orbital,0
91,B,Orbital,0
91,C,Orbital,1
91,C,Orbital,2
91,D,Orbital,1
91,D,Orbital,2
91,E,Orbital,1
91,E,Orbital,2
91,A,Outback,0
91,B,Outback,0
91,C,Outback,1
91,C,Outback,2
91,D,Outback,1
91,D,Outback,2
91,E,Outback,1
91,E,Outback,2
91,R,Outback,0
91,A,Pacific,0
91,B,Pacific,0
91,C,Pacific,1
91,C,Pacific,2
91,D,Pacific,1
91,D,Pacific,2
91,E,Pacific,1
91,E,Pacific,2
91,R,Pacific,0
91,A,Palisade,0
91,B,Palisade,0
91,C,Palisade,1
91,C,Palisade,2
91,D,Palisade,1
91,D,Palisade,2
91,E,Palisade,1
91,E,Palisade,2
91,A,Patagonia,0
91,B,Patagonia,0
91,C,Patagonia,1
91,C,Patagonia,2
91,D,Patagonia,1
91,D,Patagonia,2
91,E,Patagonia,1
91,E,Patagonia,2
91,A,Peninsula,0
91,B,Peninsula,0
91,C,Peninsula,1
91,C,Peninsula,2
91,D,Peninsula,1
91,D,Peninsula,2
91,E,Peninsula,1
91,E,Peninsula,2
91,A,Piedmont,0
91,B,Piedmont,0
91,C,Piedmont,1
91,C,Piedmont,2
91,D,Piedmont,1
91,D,Piedmont,2
91,E,Piedmont,1
91,E,Piedmont,2
91,R,Piedmont,0
91,A,Pioneer,0
91,B,Pioneer,0
91,C,Pioneer,1
91,C,Pioneer,2
91,D,Pioneer,1
91,D,Pioneer,2
91,E,Pioneer,1
91,E,Pioneer,2
91,A,Plaza,0
91,B,Plaza,0
91,C,Plaza,1
91,C,Plaza,2
91,D,Plaza,1
91,D,Plaza,2
91,E,Plaza,1
91,E,Plaza,2
91,R,Plaza,0
91,A,Polaris,0
91,B,Polaris,0
91,C,Polaris,1
91,C,Polaris,2
91,D,Polaris,1
91,D,Polaris,2
91,E,Polaris,1
91,E,Polaris,2
91,A,Prairie,0
91,B,Prairie,0
91,C,Prairie,1
91,C,Prairie,2
91,D,Prairie,1
91,D,Prairie,2
91,E,Prairie,1
91,E,Prairie,2
91,R,Prairie,0
91,A,Quarry,0
91,B,Quarry,0
91,C,Quarry,1
91,C,Quarry,2
91,D,Quarry,1
91,D,Quarry,2
91,E,Quarry,1
91,E,Quarry,2
91,R,Quarry,0
91,A,Rainforest,0
91,B,Rainforest,0
91,C,Rainforest,1
91,C,Rainforest,2
91,D,Rainforest,1
91,D,Rainforest,2
91,E,Rainforest,1
91,E,Rainforest,2
91,R,Rainforest,0
91,A,Ravenna,0
91,B,Ravenna,0
91,C,Ravenna,1
91,C,Ravenna,2
91,D,Ravenna,1
91,D,Ravenna,2
91,E,Ravenna,1
91,E,Ravenna,2
91,R,Ravenna,0
91,A,River,0
91,B,River,0
91,C,River,1
91,C,River,2
91,D,River,1
91,D,River,2
91,E,River,1
91,E,River,2
91,R,River,0
91,A,Riviera,0
91,B,Riviera,0
91,C,Riviera,1
91,C,Riviera,2
91,D,Riviera,1
91,D,Riviera,2
91,E,Riviera,1
91,E,Riviera,2
91,A,Rubicon,0
91,B,Rubicon,0
91,C,Rubicon,1
91,C,Rubicon,2
91,D,Rubicon,1
91,D,Rubicon,2
91,E,Rubicon,1
91,E,Rubicon,2
91,A,Sakura,0
91,B,Sakura,0
91,C,Sakura,1
91,C,Sakura,2
91,D,Sakura,1
91,D,Sakura,2
91,E,Sakura,1
91,E,Sakura,2
91,A,Savanna,0
91,B,Savanna,0
91,C,Savanna,1
91,C,Savanna,2
91,D,Savanna,1
91,D,Savanna,2
91,E,Savanna,1
91,E,Savanna,2
91,R,Savanna,0
91,A,Seaboard,0
91,B,Seaboard,0
91,C,Seaboard,1
91,C,Seaboard,2
91,D,Seaboard,1
91,D,Seaboard,2
91,E,Seaboard,1
91,E,Seaboard,2
91,R,Seaboard,0
91,A,Seneca,0
91,B,Seneca,0
91,C,Seneca,1
91,C,Seneca,2
91,D,Seneca,1
91,D,Seneca,2
91,E,Seneca,1
91,E,Seneca,2
91,R,Seneca,0
91,A,Sequoia,0
91,B,Sequoia,0
91,C,Sequoia,1
91,C,Sequoia,2
91,D,Sequoia,1
91,D,Sequoia,2
91,E,Sequoia,1
91,E,Sequoia,2
91,A,Serengeti,0
91,B,Serengeti,0
91,C,Serengeti,1
91,C,Serengeti,2
91,D,Serengeti,1
91,D,Serengeti,2
91,E,Serengeti,1
91,E,Serengeti,2
91,E,Serengeti,3
91,R,Serengeti,0
91,A,Sierra,0
91,B,Sierra,0
91,C,Sierra,1
91,C,Sierra,2
91,D,Sierra,1
91,D,Sierra,2
91,E,Sierra,1
91,E,Sierra,2
91,R,Sierra,0
91,A,Skyline,0
91,B,Skyline,0
91,C,Skyline,1
91,C,Skyline,2
91,D,Skyline,1
91,D,Skyline,2
91,E,Skyline,1
91,E,Skyline,2
91,R,Skyline,0
91,A,Spring,0
91,B,Spring,0
91,C,Spring,1
91,C,Spring,2
91,D,Spring,1
91,D,Spring,2
91,E,Spring,1
91,E,Spring,2
91,A,Sugarloaf,0
91,B,Sugarloaf,0
91,C,Sugarloaf,1
91,C,Sugarloaf,2
91,D,Sugarloaf,1
91,D,Sugarloaf,2
91,E,Sugarloaf,1
91,E,Sugarloaf,2
91,R,Sugarloaf,0
91,A,Summit,0
91,B,Summit,0
91,C,Summit,1
91,C,Summit,2
91,D,Summit,1
91,D,Summit,2
91,E,Summit,1
91,E,Summit,2
91,R,Summit,0
91,A,Sunrise,0
91,B,Sunrise,0
91,C,Sunrise,1
91,C,Sunrise,2
91,D,Sunrise,1
91,D,Sunrise,2
91,E,Sunrise,1
91,E,Sunrise,2
91,R,Sunrise,0
91,A,Taiga,0
91,B,Taiga,0
91,C,Taiga,1
91,C,Taiga,2
91,D,Taiga,1
91,D,Taiga,2
91,E,Taiga,1
91,E,Taiga,2
91,A,Tidewater,0
91,B,Tidewater,0
91,C,Tidewater,1
91,C,Tidewater,2
91,D,Tidewater,1
91,D,Tidewater,2
91,E,Tidewater,1
91,E,Tidewater,2
91,R,Tidewater,0
91,A,Tundra,0
91,B,Tundra,0
91,C,Tundra,1
91,C,Tundra,2
91,D,Tundra,1
91,D,Tundra,2
91,E,Tundra,1
91,E,Tundra,2
91,A,Typhoon,0
91,B,Typhoon,0
91,C,Typhoon,1
91,C,Typhoon,2
91,D,Typhoon,1
91,D,Typhoon,2
91,E,Typhoon,1
91,E,Typhoon,2
91,R,Typhoon,0
91,A,Union,0
91,B,Union,0
91,C,Union,1
91,C,Union,2
91,D,Union,1
91,D,Union,2
91,E,Union,1
91,E,Union,2
91,R,Union,0
91,A,Utopia,0
91,B,Utopia,0
91,C,Utopia,1
91,C,Utopia,2
91,D,Utopia,1
91,D,Utopia,2
91,E,Utopia,1
91,E,Utopia,2
91,R,Utopia,0
91,A,Valhalla,0
91,B,Valhalla,0
91,C,Valhalla,1
91,C,Valhalla,2
91,D,Valhalla,1
91,D,Valhalla,2
91,E,Valhalla,1
91,E,Valhalla,2
91,R,Valhalla,0
91,A,Valley,0
91,B,Valley,0
91,C,Valley,1
91,C,Valley,2
91,D,Valley,1
91,D,Valley,2
91,E,Valley,1
91,E,Valley,2
91,A,Veldt,0
91,B,Veldt,0
91,C,Veldt,1
91,C,Veldt,2
91,D,Veldt,1
91,D,Veldt,2
91,E,Veldt,1
91,E,Veldt,2
91,A,Village,0
91,B,Village,0
91,C,Village,1
91,C,Village,2
91,D,Village,1
91,D,Village,2
91,E,Village,1
91,E,Village,2
91,A,Wilderness,0
91,B,Wilderness,0
91,C,Wilderness,1
91,C,Wilderness,2
91,D,Wilderness,1
91,D,Wilderness,2
91,E,Wilderness,1
91,E,Wilderness,2
91,A,Windward,0
91,B,Windward,0
91,C,Windward,1
91,C,Windward,2
91,D,Windward,1
91,D,Windward,2
91,E,Windward,1
91,E,Windward,2
91,R,Windward,0
91,A,Woodlands,0
91,B,Woodlands,0
91,C,Woodlands,0
91,D,Woodlands,1
91,D,Woodlands,2
91,E,Woodlands,1
91,E,Woodlands,2
91,R,Woodlands,0
91,A,Xanadu,0
91,B,Xanadu,0
91,C,Xanadu,1
91,C,Xanadu,2
91,D,Xanadu,1
91,D,Xanadu,2
91,E,Xanadu,1
91,E,Xanadu,2
91,A,Yukon,0
91,B,Yukon,0
91,C,Yukon,1
91,C,Yukon,2
91,D,Yukon,1
91,D,Yukon,2
91,E,Yukon,1
91,E,Yukon,2
91,R,Yukon,0
91,A,Zenith,0
91,B,Zenith,0
91,C,Zenith,1
91,C,Zenith,2
91,D,Zenith,1
91,D,Zenith,2
91,E,Zenith,1
91,E,Zenith,2
91,R,Zenith,0
91,A,Zephyr,0
91,B,Zephyr,0
91,C,Zephyr,1
91,C,Zephyr,2
91,D,Zephyr,1
91,D,Zephyr,2
91,E,Zephyr,1
91,E,Zephyr,2
91,R,Zephyr,0
92,A,Alpine,0
92,B,Alpine,0
92,C,Alpine,1
92,C,Alpine,2
92,D,Alpine,1
92,D,Alpine,2
92,E,Alpine,1
92,E,Alpine,2
92,R,Alpine,0
92,A,Arcadia,0
92,B,Arcadia,0
92,C,Arcadia,1
92,C,Arcadia,2
92,D,Arcadia,1
92,D,Arcadia,2
92,E,Arcadia,1
92,E,Arcadia,2
92,E,Arcadia,3
92,R,Arcadia,0
92,A,Archipelago,0
92,B,Archipelago,0
92,C,Archipelago,1
92,C,Archipelago,2
92,D,Archipelago,1
92,D,Archipelago,2
92,E,Archipelago,1
92,E,Archipelago,2
92,R,Archipelago,0
92,A,Atlantic,0
92,B,Atlantic,0
92,C,Atlantic,1
92,C,Atlantic,2
92,D,Atlantic,1
92,D,Atlantic,2
92,E,Atlantic,1
92,E,Atlantic,2
92,R,Atlantic,0
92,A,Aurora,0
92,B,Aurora,0
92,C,Aurora,1
92,C,Aurora,2
92,D,Aurora,1
92,D,Aurora,2
92,E,Aurora,1
92,E,Aurora,2
92,R,Aurora,0
92,A,Badlands,0
92,B,Badlands,0
92,C,Badlands,1
92,C,Badlands,2
92,D,Badlands,1
92,D,Badlands,2
92,E,Badlands,1
92,E,Badlands,2
92,A,Bayou,0
92,B,Bayou,0
92,C,Bayou,1
92,C,Bayou,2
92,D,Bayou,1
92,D,Bayou,2
92,E,Bayou,1
92,E,Bayou,2
92,R,Bayou,0
92,A,Blue,0
92,B,Blue,0
92,C,Blue,1
92,C,Blue,2
92,D,Blue,1
92,D,Blue,2
92,E,Blue,1
92,E,Blue,2
92,R,Blue,0
92,A,Boardwalk,0
92,B,Boardwalk,0
92,C,Boardwalk,1
92,C,Boardwalk,2
92,D,Boardwalk,1
92,D,Boardwalk,2
92,E,Boardwalk,1
92,E,Boardwalk,2
92,R,Boardwalk,0
92,A,Canyon,0
92,B,Canyon,0
92,C,Canyon,1
92,C,Canyon,2
92,D,Canyon,1
92,D,Canyon,2
92,E,Canyon,1
92,E,Canyon,2
92,R,Canyon,0
92,A,Cascade,0
92,B,Cascade,0
92,C,Cascade,1
92,C,Cascade,2
92,D,Cascade,1
92,D,Cascade,2
92,E,Cascade,1
92,E,Cascade,2
92,R,Cascade,0
92,A,Centennial,0
92,B,Centennial,0
92,C,Centennial,1
92,C,Centennial,2
92,D,Centennial,1
92,D,Centennial,2
92,E,Centennial,1
92,E,Centennial,2
92,R,Centennial,0
92,A,Central,0
92,B,Central,0
92,C,Central,1
92,C,Central,2
92,D,Central,1
92,D,Central,2
92,E,Central,1
92,E,Central,2
92,R,Central,0
92,A,Citadel,0
92,B,Citadel,0
92,C,Citadel,1
92,C,Citadel,2
92,D,Citadel,1
92,D,Citadel,2
92,E,Citadel,1
92,E,Citadel,2
92,A,Coastal,0
92,B,Coastal,0
92,C,Coastal,1
92,C,Coastal,2
92,D,Coastal,1
92,D,Coastal,2
92,E,Coastal,1
92,E,Coastal,2
92,A,Commonwealth,0
92,B,Commonwealth,0
92,C,Commonwealth,1
92,C,Commonwealth,2
92,D,Commonwealth,1
92,D,Commonwealth,2
92,E,Commonwealth,1
92,E,Commonwealth,2
92,A,Continental,0
92,B,Continental,0
92,C,Continental,1
92,C,Continental,2
92,D,Continental,1
92,D,Continental,2
92,E,Continental,1
92,E,Continental,2
92,A,Corridor,0
92,B,Corridor,0
92,C,Corridor,1
92,C,Corridor,2
92,D,Corridor,1
92,D,Corridor,2
92,E,Corridor,1
92,E,Corridor,2
92,A,Cosmos,0
92,B,Cosmos,0
92,C,Cosmos,1
92,C,Cosmos,2
92,D,Cosmos,1
92,D,Cosmos,2
92,E,Cosmos,1
92,E,Cosmos,2
92,R,Cosmos,0
92,A,Delta,0
92,B,Delta,0
92,C,Delta,1
92,C,Delta,2
92,D,Delta,1
92,D,Delta,2
92,E,Delta,1
92,E,Delta,2
92,E,Delta,3
92,A,Denali,0
92,B,Denali,0
92,C,Denali,1
92,C,Denali,2
92,D,Denali,1
92,D,Denali,2
92,E,Denali,1
92,E,Denali,2
92,A,Elysium,0
92,B,Elysium,0
92,C,Elysium,1
92,C,Elysium,2
92,D,Elysium,1
92,D,Elysium,2
92,E,Elysium,1
92,E,Elysium,2
92,R,Elysium,0
92,A,Evergreen,0
92,B,Evergreen,0
92,C,Evergreen,1
92,C,Evergreen,2
92,D,Evergreen,1
92,D,Evergreen,2
92,E,Evergreen,1
92,E,Evergreen,2
92,R,Evergreen,0
92,A,Fjord,0
92,B,Fjord,0
92,C,Fjord,1
92,C,Fjord,2
92,D,Fjord,1
92,D,Fjord,2
92,E,Fjord,1
92,E,Fjord,2
92,R,Fjord,0
92,A,Foundry,0
92,B,Foundry,0
92,C,Foundry,1
92,C,Foundry,2
92,D,Foundry,1
92,D,Foundry,2
92,E,Foundry,1
92,E,Foundry,2
92,R,Foundry,0
92,A,Frontier,0
92,B,Frontier,0
92,C,Frontier,1
92,C,Frontier,2
92,D,Frontier,1
92,D,Frontier,2
92,E,Frontier,1
92,E,Frontier,2
92,R,Frontier,0
92,A,Galaxy,0
92,B,Galaxy,0
92,C,Galaxy,1
92,C,Galaxy,2
92,D,Galaxy,1
92,D,Galaxy,2
92,E,Galaxy,1
92,E,Galaxy,2
92,R,Galaxy,0
92,A,Garden,0
92,B,Garden,0
92,C,Garden,1
92,C,Garden,2
92,D,Garden,1
92,D,Garden,2
92,E,Garden,1
92,E,Garden,2
92,R,Garden,0
92,A,Glacier,0
92,B,Glacier,0
92,C,Glacier,1
92,C,Glacier,2
92,D,Glacier,1
92,D,Glacier,2
92,E,Glacier,1
92,E,Glacier,2
92,A,Highland,0
92,B,Highland,0
92,C,Highland,1
92,C,Highland,2
92,D,Highland,1
92,D,Highland,2
92,E,Highland,1
92,E,Highland,2
92,R,Highland,0
92,A,Hinterland,0
92,B,Hinterland,0
92,C,Hinterland,1
92,C,Hinterland,2
92,D,Hinterland,1
92,D,Hinterland,2
92,E,Hinterland,1
92,E,Hinterland,2
92,R,Hinterland,0
92,A,Horizon,0
92,B,Horizon,0
92,C,Horizon,1
92,C,Horizon,2
92,D,Horizon,1
92,D,Horizon,2
92,E,Horizon,1
92,E,Horizon,2
92,R,Horizon,0
92,A,Isthmus,0
92,B,Isthmus,0
92,C,Isthmus,1
92,C,Isthmus,2
92,D,Isthmus,1
92,D,Isthmus,2
92,E,Isthmus,1
92,E,Isthmus,2
92,R,Isthmus,0
92,A,Junction,0
92,B,Junction,0
92,C,Junction,1
92,C,Junction,2
92,D,Junction,1
92,D,Junction,2
92,E,Junction,1
92,E,Junction,2
92,A,Juniper,0
92,B,Juniper,0
92,C,Juniper,1
92,C,Juniper,2
92,D,Juniper,1
92,D,Juniper,2
92,E,Juniper,1
92,E,Juniper,2
92,E,Juniper,3
92,R,Juniper,0
92,A,Keystone,0
92,B,Keystone,0
92,C,Keystone,1
92,C,Keystone,2
92,D,Keystone,1
92,D,Keystone,2
92,E,Keystone,1
92,E,Keystone,2
92,A,Laguna,0
92,B,Laguna,0
92,C,Laguna,1
92,C,Laguna,2
92,D,Laguna,1
92,D,Laguna,2
92,E,Laguna,1
92,E,Laguna,2
92,R,Laguna,0
92,A,Laurel,0
92,B,Laurel,0
92,C,Laurel,1
92,C,Laurel,2
92,D,Laurel,1
92,D,Laurel,2
92,E,Laurel,1
92,E,Laurel,2
92,R,Laurel,0
92,A,Lyceum,0
92,B,Lyceum,0
92,C,Lyceum,1
92,C,Lyceum,2
92,D,Lyceum,1
92,D,Lyceum,2
92,E,Lyceum,1
92,E,Lyceum,2
92,R,Lyceum,0
92,A,Maelstrom,0
92,B,Maelstrom,0
92,C,Maelstrom,1
92,C,Maelstrom,2
92,D,Maelstrom,1
92,D,Maelstrom,2
92,E,Maelstrom,1
92,E,Maelstrom,2
92,R,Maelstrom,0
92,A,Magnolia,0
92,B,Magnolia,0
92,C,Magnolia,1
92,C,Magnolia,2
92,D,Magnolia,1
92,D,Magnolia,2
92,E,Magnolia,1
92,E,Magnolia,2
92,R,Magnolia,0
92,A,Maritime,0
92,B,Maritime,0
92,C,Maritime,1
92,C,Maritime,2
92,D,Maritime,1
92,D,Maritime,2
92,E,Maritime,1
92,E,Maritime,2
92,R,Maritime,0
92,A,Meadow,0
92,B,Meadow,0
92,C,Meadow,1
92,C,Meadow,2
92,D,Meadow,1
92,D,Meadow,2
92,E,Meadow,1
92,E,Meadow,2
92,R,Meadow,0
92,A,Memorial,0
92,B,Memorial,0
92,C,Memorial,1
92,C,Memorial,2
92,D,Memorial,1
92,D,Memorial,2
92,E,Memorial,1
92,E,Memorial,2
92,A,Meridian,0
92,B,Meridian,0
92,C,Meridian,1
92,C,Meridian,2
92,D,Meridian,1
92,D,Meridian,2
92,E,Meridian,1
92,E,Meridian,2
92,R,Meridian,0
92,A,Mesa,0
92,B,Mesa,0
92,C,Mesa,1
92,C,Mesa,2
92,D,Mesa,1
92,D,Mesa,2
92,E,Mesa,1
92,E,Mesa,2
92,R,Mesa,0
92,A,Metro,0
92,B,Metro,0
92,C,Metro,1
92,C,Metro,2
92,D,Metro,1
92,D,Metro,2
92,E,Metro,1
92,E,Metro,2
92,R,Metro,0
92,A,Midland,0
92,B,Midland,0
92,C,Midland,1
92,C,Midland,2
92,D,Midland,1
92,D,Midland,2
92,E,Midland,1
92,E,Midland,2
92,R,Midland,0
92,A,Monolith,0
92,B,Monolith,0
92,C,Monolith,1
92,C,Monolith,2
92,D,Monolith,1
92,D,Monolith,2
92,E,Monolith,1
92,E,Monolith,2
92,R,Monolith,0
92,A,Morningstar,0
92,B,Morningstar,0
92,C,Morningstar,1
92,C,Morningstar,2
92,D,Morningstar,1
92,D,Morningstar,2
92,E,Morningstar,1
92,E,Morningstar,2
92,A,Nebula,0
92,B,Nebula,0
92,C,Nebula,1
92,C,Nebula,2
92,D,Nebula,1
92,D,Nebula,2
92,E,Nebula,1
92,E,Nebula,2
92,R,Nebula,0
92,A,Nova,0
92,B,Nova,0
92,C,Nova,1
92,C,Nova,2
92,D,Nova,1
92,D,Nova,2
92,E,Nova,1
92,E,Nova,2
92,R,Nova,0
92,A,Olympic,0
92,B,Olympic,0
92,C,Olympic,1
92,C,Olympic,2
92,D,Olympic,1
92,D,Olympic,2
92,E,Olympic,1
92,E,Olympic,2
92,A,Orange,0
92,B,Orange,0
92,C,Orange,1
92,C,Orange,2
92,D,Orange,1
92,D,Orange,2
92,E,Orange,1
92,E,Orange,2
92,R,Orange,0
92,A,Orbital,0
92,B,Orbital,0
92,C,Orbital,1
92,C,Orbital,2
92,D,Orbital,1
92,D,Orbital,2
92,E,Orbital,1
92,E,Orbital,2
92,A,Outback,0
92,B,Outback,0
92,C,Outback,1
92,C,Outback,2
92,D,Outback,1
92,D,Outback,2
92,E,Outback,1
92,E,Outback,2
92,R,Outback,0
92,A,Pacific,0
92,B,Pacific,0
92,C,Pacific,1
92,C,Pacific,2
92,D,Pacific,1
92,D,Pacific,2
92,E,Pacific,1
92,E,Pacific,2
92,R,Pacific,0
92,A,Palisade,0
92,B,Palisade,0
92,C,Palisade,1
92,C,Palisade,2
92,D,Palisade,1
92,D,Palisade,2
92,E,Palisade,1
92,E,Palisade,2
92,R,Palisade,0
92,A,Patagonia,0
92,B,Patagonia,0
92,C,Patagonia,1
92,C,Patagonia,2
92,D,Patagonia,1
92,D,Patagonia,2
92,E,Patagonia,1
92,E,Patagonia,2
92,A,Peninsula,0
92,B,Peninsula,0
92,C,Peninsula,1
92,C,Peninsula,2
92,D,Peninsula,1
92,D,Peninsula,2
92,E,Peninsula,1
92,E,Peninsula,2
92,R,Peninsula,0
92,A,Piedmont,0
92,B,Piedmont,0
92,C,Piedmont,1
92,C,Piedmont,2
92,D,Piedmont,1
92,D,Piedmont,2
92,E,Piedmont,1
92,E,Piedmont,2
92,R,Piedmont,0
92,A,Pioneer,0
92,B,Pioneer,0
92,C,Pioneer,1
92,C,Pioneer,2
92,D,Pioneer,1
92,D,Pioneer,2
92,E,Pioneer,1
92,E,Pioneer,2
92,R,Pioneer,0
92,A,Plaza,0
92,B,Plaza,0
92,C,Plaza,1
92,C,Plaza,2
92,D,Plaza,1
92,D,Plaza,2
92,E,Plaza,1
92,E,Plaza,2
92,A,Polaris,0
92,B,Polaris,0
92,C,Polaris,1
92,C,Polaris,2
92,D,Polaris,1
92,D,Polaris,2
92,E,Polaris,1
92,E,Polaris,2
92,A,Prairie,0
92,B,Prairie,0
92,C,Prairie,1
92,C,Prairie,2
92,D,Prairie,1
92,D,Prairie,2
92,E,Prairie,1
92,E,Prairie,2
92,R,Prairie,0
92,A,Quarry,0
92,B,Quarry,0
92,C,Quarry,1
92,C,Quarry,2
92,D,Quarry,1
92,D,Quarry,2
92,E,Quarry,1
92,E,Quarry,2
92,R,Quarry,0
92,A,Rainforest,0
92,B,Rainforest,0
92,C,Rainforest,1
92,C,Rainforest,2
92,D,Rainforest,1
